# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 209:         4.518       52.465       0.00  IJMOND
# 210:         4.430       52.171      -0.20  VALKENBURG
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 235:         4.781       52.928       1.20  DE KOOY
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 242:         4.921       53.241      10.80  VLIELAND
# 248:         5.174       52.634       0.80  WIJDENES
# 249:         4.979       52.644      -2.40  BERKHOUT
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 260:         5.180       52.100       1.90  DE BILT
# 265:         5.274       52.130      13.90  SOESTERBERG
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 273:         5.888       52.703      -3.30  MARKNESSE
# 275:         5.873       52.056      48.20  DEELEN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 278:         6.259       52.435       3.60  HEINO
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 280:         6.585       53.125       5.20  EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 290:         6.891       52.274      34.80  TWENTHE
# 308:         3.379       51.381       0.00  CADZAND
# 310:         3.596       51.442       8.00  VLISSINGEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 315:         3.998       51.447       0.00  HANSWEERT
# 316:         3.694       51.657       0.00  SCHAAR
# 319:         3.861       51.226       1.70  WESTDORPE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 324:         4.006       51.596       0.00  STAVENISSE
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 331:         4.193       51.480       0.00  THOLEN
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 348:         4.926       51.970      -0.70  CABAUW
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 356:         5.146       51.859       0.70  HERWIJNEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 375:         5.707       51.659      22.00  VOLKEL
# 377:         5.763       51.198      30.00  ELL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 391:         6.197       51.498      19.50  ARCEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# Q        = Globale straling (in J/cm2); 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,    Q,   NG
# 
  215,20181214,  340,    5
  215,20181215,  219,    8
  215,20181216,  108,    8
  215,20181217,  159,    8
  215,20181218,  173,    8
  215,20181219,  141,    7
  215,20181220,  104,    8
  215,20181221,   92,    8
  215,20181222,  182,    8
  215,20181223,   76,    8
  215,20181224,  274,    7
  215,20181225,  231,    7
  215,20181226,   95,    8
  215,20181227,  222,    8
  215,20181228,   63,    8
  215,20181229,   66,    8
  215,20181230,  127,    8
  215,20181231,  212,    8
  215,20190101,  161,    7
  215,20190102,  147,    7
  215,20190103,  257,    7
  215,20190104,   49,    8
  215,20190105,   56,    8
  215,20190106,   59,    8
  215,20190107,  134,    8
  215,20190108,  193,    6
  215,20190109,  330,    7
  215,20190110,  119,    8
  215,20190111,  222,    8
  215,20190112,  104,    8
  215,20190113,   70,    7
  215,20190114,  368,    6
  215,20190115,  227,    8
  215,20190116,   88,    8
  215,20190117,  227,    6
  215,20190118,  349,    7
  215,20190119,  547,    6
  215,20190120,  546,    1
  215,20190121,  476,    5
  215,20190122,  127,    8
  215,20190123,  254,    8
  215,20190124,  358,    8
  215,20190125,  150,    8
  215,20190126,  178,    8
  215,20190127,  197,    8
  215,20190128,  335,    6
  215,20190129,  515,    8
  215,20190130,  210,    8
  215,20190131,  194,    6
  215,20190201,  157,    8
  215,20190202,  242,    8
  215,20190203,  582,    2
  215,20190204,  120,    8
  215,20190205,  139,    8
  215,20190206,  148,    8
  215,20190207,  657,    5
  215,20190208,  163,    8
  215,20190209,  626,    5
  215,20190210,  164,    8
  215,20190211,  677,    4
  215,20190212,  680,    8
  215,20190213,  456,    8
  215,20190214,  855,    5
  215,20190215,  883,    0
  215,20190216,  809,    6
  215,20190217,  818,    8
  215,20190218,  764,    7
  215,20190219,  777,    6
  215,20190220,  830,    7
  215,20190221,  398,    8
  215,20190222,  396,    8
  215,20190223, 1009,    2
  215,20190224, 1034,    3
  215,20190225, 1069,    1
  215,20190226, 1074,    6
  215,20190227, 1101,    0
  215,20190228,  649,    5
  215,20190301,  526,    8
  215,20190302,  674,    8
  215,20190303,  136,    8
  215,20190304,  907,    7
  215,20190305,  968,    6
  215,20190306,  256,    8
  215,20190307,  885,    7
  215,20190308,  883,    7
  215,20190309,  615,    7
  215,20190310,  317,    7
  215,20190311,  776,    7
  215,20190312,  390,    8
  215,20190313,  363,    7
  215,20190314,  485,    8
  215,20190315,  415,    8
  215,20190316,  394,    8
  215,20190317, 1185,    5
  215,20190318, 1419,    4
  215,20190319, 1126,    6
  215,20190320,  836,    8
  215,20190321,  235,    8
  215,20190322, 1203,    7
  215,20190323,  771,    8
  215,20190324, 1407,    5
  215,20190325, 1312,    6
  215,20190326, 1134,    8
  215,20190327, 1263,    8
  215,20190328,  546,    7
  215,20190329, 1689,    2
  215,20190330, 1589,    3
  215,20190331, 1510,    4
  215,20190401, 1887,    1
  215,20190402,  925,    7
  215,20190403, 1116,    6
  215,20190404, 1172,    7
  215,20190405, 1807,    7
  215,20190406,  748,    8
  215,20190407, 1622,    7
  215,20190408, 1843,    3
  215,20190409, 1808,    6
  215,20190410, 2181,    0
  215,20190411, 1870,    2
  215,20190412, 1605,    5
  215,20190413, 1667,    3
  215,20190414, 1714,    2
  215,20190415, 1890,    4
  215,20190416, 1963,    7
  215,20190417, 1075,    8
  215,20190418, 2159,    1
  215,20190419, 2214,    2
  215,20190420, 2267,    0
  215,20190421, 2270,    0
  215,20190422, 2218,    5
  215,20190423, 1939,    8
  215,20190424, 1789,    6
  215,20190425, 1051,    7
  215,20190426, 1792,    6
  215,20190427, 1298,    8
  215,20190428,  820,    7
  215,20190429, 2273,    5
  215,20190430,  720,    8
  215,20190501,  775,    7
  215,20190502,  873,    8
  215,20190503, 1172,    7
  215,20190504, 2014,    5
  215,20190505, 2048,    6
  215,20190506, 1283,    8
  215,20190507, 1106,    8
  215,20190508,  967,    7
  215,20190509, 2327,    5
  215,20190510, 2020,    7
  215,20190511, 2488,    4
  215,20190512, 2567,    2
  215,20190513, 2741,    2
  215,20190514, 2675,    3
  215,20190515, 2735,    2
  215,20190516, 2346,    4
  215,20190517,  682,    8
  215,20190518, 2401,    5
  215,20190519, 1103,    8
  215,20190520,  694,    8
  215,20190521,  687,    8
  215,20190522, 2579,    6
  215,20190523, 2651,    6
  215,20190524, 2831,    3
  215,20190525, 1782,    7
  215,20190526, 1805,    8
  215,20190527, 2578,    7
  215,20190528, 1453,    5
  215,20190529, 2508,    4
  215,20190530, 1697,    8
  215,20190531, 2485,    7
  215,20190601, 2735,    8
  215,20190602, 2488,    7
  215,20190603, 1889,    6
  215,20190604, 1924,    7
  215,20190605, 1046,    8
  215,20190606, 2445,    5
  215,20190607, 1404,    7
  215,20190608, 1637,    7
  215,20190609, 2284,    8
  215,20190610, 1480,    8
  215,20190611, 2460,    7
  215,20190612,  312,    6
  215,20190613, 1230,    7
  215,20190614, 2069,    6
  215,20190615, 1205,    6
  215,20190616, 2098,    5
  215,20190617, 2506,    4
  215,20190618, 2529,    7
  215,20190619, 1431,    8
  215,20190620, 2029,    6
  215,20190621, 2824,    2
  215,20190622, 2582,    2
  215,20190623, 2651,    7
  215,20190624, 2561,    7
  215,20190625, 2477,    6
  215,20190626, 1890,    5
  215,20190627, 3009,    2
  215,20190628, 2708,    3
  215,20190629, 2992,    0
  215,20190630, 2651,    3
  215,20190701, 2577,    4
  215,20190702, 2818,    2
  215,20190703, 2375,    2
  215,20190704, 2804,    6
  215,20190705, 2573,    4
  215,20190706, 1503,    6
  215,20190707, 2077,    4
  215,20190708, 1817,    7
  215,20190709, 2312,    7
  215,20190710,  660,    8
  215,20190711, 1837,    6
  215,20190712, 1335,    8
  215,20190713, 1604,    8
  215,20190714, 1691,    8
  215,20190715, 1038,    8
  215,20190716, 1862,    6
  215,20190717, 2495,    4
  215,20190718, 1453,    8
  215,20190719, 1598,    7
  215,20190720, 1293,    6
  215,20190721, 2545,    8
  215,20190722, 2616,    4
  215,20190723, 2660,    1
  215,20190724, 2439,    3
  215,20190725, 2445,    3
  215,20190726, 2375,    6
  215,20190727, 1777,    7
  215,20190728,  457,    8
  215,20190729, 2492,    2
  215,20190730, 2394,    2
  215,20190731, 1204,    6
  215,20190801, 1804,    6
  215,20190802, 1599,    7
  215,20190803, 1717,    7
  215,20190804, 2054,    7
  215,20190805, 1925,    7
  215,20190806, 1902,    7
  215,20190807, 2170,    4
  215,20190808, 2188,    5
  215,20190809,  794,    7
  215,20190810, 1639,    4
  215,20190811, 1324,    6
  215,20190812, 1160,    7
  215,20190813, 1604,    6
  215,20190814, 1436,    7
  215,20190815, 1424,    7
  215,20190816, 1283,    8
  215,20190817,  935,    8
  215,20190818, 1013,    6
  215,20190819, 1913,    5
  215,20190820, 1969,    2
  215,20190821, 1684,    3
  215,20190822, 2189,    4
  215,20190823, 2053,    5
  215,20190824, 2125,    1
  215,20190825, 2101,    4
  215,20190826, 1968,    1
  215,20190827, 1826,    2
  215,20190828, 1189,    7
  215,20190829, 1408,    6
  215,20190830, 1678,    8
  215,20190831, 1700,    5
  215,20190901, 1577,    6
  215,20190902, 1765,    5
  215,20190903, 1003,    6
  215,20190904,  541,    7
  215,20190905, 1323,    5
  215,20190906,  930,    8
  215,20190907, 1272,    7
  215,20190908, 1469,    5
  215,20190909, 1304,    7
  215,20190910, 1054,    7
  215,20190911,  305,    7
  215,20190912, 1574,    5
  215,20190913, 1484,    6
  215,20190914, 1683,    3
  215,20190915, 1384,    7
  215,20190916,  665,    8
  215,20190917, 1080,    7
  215,20190918, 1295,    7
  215,20190919, 1139,    7
  215,20190920, 1527,    5
  215,20190921, 1609,    0
  215,20190922, 1364,    6
  215,20190923,  928,    6
  215,20190924,  433,    8
  215,20190925,  499,    8
  215,20190926,  240,    8
  215,20190927,  798,    7
  215,20190928,  902,    7
  215,20190929,  272,    8
  215,20190930,  979,    7
  215,20191001,  627,    8
  215,20191002,  908,    6
  215,20191003,  954,    7
  215,20191004,  519,    7
  215,20191005,  882,    7
  215,20191006,  196,    8
  215,20191007,  471,    8
  215,20191008,  466,    7
  215,20191009,  565,    8
  215,20191010,  854,    6
  215,20191011,  223,    8
  215,20191012,  347,    8
  215,20191013,  433,    8
  215,20191014,  326,    8
  215,20191015,  401,    8
  215,20191016,  351,    6
  215,20191017,  834,    5
  215,20191018,  546,    8
  215,20191019,  570,    8
  215,20191020,  377,    8
  215,20191021,  283,    8
  215,20191022,  432,    7
  215,20191023,  513,    8
  215,20191024,  576,    8
  215,20191025,  543,    8
  215,20191026,  525,    8
  215,20191027,  593,    7
  215,20191028,  528,    6
  215,20191029,  816,    2
  215,20191030,  749,    0
  215,20191031,  745,    5
  215,20191101,  163,    8
  215,20191102,  456,    8
  215,20191103,  331,    7
  215,20191104,  304,    8
  215,20191105,  372,    8
  215,20191106,  492,    8
  215,20191107,  155,    6
  215,20191108,  634,    2
  215,20191109,  334,    6
  215,20191110,  629,    2
  215,20191111,   86,    8
  215,20191112,  193,    8
  215,20191113,  227,    7
  215,20191114,  201,    8
  215,20191115,  111,    8
  215,20191116,  307,    8
  215,20191117,  464,    6
  215,20191118,   99,    7
  215,20191119,  225,    6
  215,20191120,  501,    5
  215,20191121,  210,    8
  215,20191122,  399,     
  215,20191123,  219,     
  215,20191124,  377,     
  215,20191125,  355,     
  215,20191126,  131,     
  215,20191127,  129,     
  215,20191128,  158,    8
  215,20191129,  290,    5
  215,20191130,  329,    3
  215,20191201,  370,    6
  215,20191202,  275,    6
  215,20191203,  306,    4
  215,20191204,  372,    0
  215,20191205,  234,    7
  215,20191206,   52,    8
  215,20191207,  146,    8
  215,20191208,  201,    7
  215,20191209,  148,    6
  215,20191210,  282,    7
  215,20191211,  223,    8
  215,20191212,  309,    6
  215,20191213,   72,    8
  215,20191214,  158,    7
  215,20191215,  194,    6
  215,20191216,   99,    8
  215,20191217,  132,    8
  215,20191218,  296,    6
  215,20191219,  140,    8
  215,20191220,   76,    7
  215,20191221,   89,    7
  215,20191222,   80,    8
  215,20191223,  173,    6
  215,20191224,  121,    8
  215,20191225,  186,    8
  215,20191226,   89,    8
  215,20191227,  334,    5
  215,20191228,  235,    8
  215,20191229,  199,    8
  215,20191230,  362,    3
  215,20191231,  303,    7
  215,20200101,  105,    8
  215,20200102,   71,    8
  215,20200103,   83,    7
  215,20200104,  178,    8
  215,20200105,   70,    8
  215,20200106,  267,    7
  215,20200107,  268,    5
  215,20200108,  156,    8
  215,20200109,   66,    8
  215,20200110,  265,    6
  215,20200111,  247,    8
  215,20200112,  127,    8
  215,20200113,  294,    6
  215,20200114,  113,    8
  215,20200115,   72,    6
  215,20200116,  420,    7
  215,20200117,  136,    7
  215,20200118,  410,    5
  215,20200119,  398,    3
  215,20200120,  245,    6
  215,20200121,  265,    7
  215,20200122,  134,    8
  215,20200123,  227,    7
  215,20200124,  225,    8
  215,20200125,  144,    8
  215,20200126,  371,    8
  215,20200127,  254,    8
  215,20200128,  259,    7
  215,20200129,  375,    7
  215,20200130,  353,    8
  215,20200131,  189,    8
  215,20200201,  406,    6
  215,20200202,  149,    8
  215,20200203,  443,    8
  215,20200204,  258,    6
  215,20200205,  596,    7
  215,20200206,  511,    4
  215,20200207,  719,    2
  215,20200208,  142,    7
  215,20200209,  139,    8
  215,20200210,  534,    7
  215,20200211,  570,    6
  215,20200212,  430,    7
  215,20200213,  189,    8
  215,20200214,  500,    8
  215,20200215,  362,    8
  215,20200216,  148,    8
  215,20200217,  565,    5
  215,20200218,  625,    7
  215,20200219,  781,    7
  215,20200220,  353,    7
  215,20200221,  500,    6
  215,20200222,  274,    8
  215,20200223,  245,    7
  215,20200224,  142,    8
  215,20200225,  736,    5
  215,20200226,  477,    7
  215,20200227,  232,    7
  215,20200228,  442,    7
  215,20200229,  545,    6
  215,20200301,  789,    6
  215,20200302,  240,    6
  215,20200303,  994,    4
  215,20200304, 1085,    7
  215,20200305,  260,    8
  215,20200306,  621,    7
  215,20200307,  940,    5
  215,20200308,  336,    8
  215,20200309,  742,    7
  215,20200310,  229,    8
  215,20200311, 1055,    8
  215,20200312, 1241,    4
  215,20200313,  544,    7
  215,20200314,  953,    6
  215,20200315,  417,    8
  215,20200316, 1092,    4
  215,20200317, 1288,    7
  215,20200318,  796,    7
  215,20200319,  392,    8
  215,20200320,  517,    6
  215,20200321, 1679,    0
  215,20200322, 1767,    0
  215,20200323, 1771,    0
  215,20200324, 1776,    2
  215,20200325, 1815,    2
  215,20200326, 1768,    1
  215,20200327, 1670,    0
  215,20200328, 1728,    2
  215,20200329, 1843,    3
  215,20200330, 1333,    5
  215,20200331, 1946,    0
  215,20200401, 1098,    5
  215,20200402, 1311,    7
  215,20200403, 1488,    5
  215,20200404, 1983,    2
  215,20200405, 2018,    0
  215,20200406, 1548,    3
  215,20200407, 2006,    5
  215,20200408, 1877,    5
  215,20200409, 1863,    4
  215,20200410, 2055,    7
  215,20200411, 2127,    7
  215,20200412, 1646,    4
  215,20200413, 1814,    7
  215,20200414, 1536,    7
  215,20200415, 2102,    4
  215,20200416, 2073,    6
  215,20200417, 2148,    3
  215,20200418,  863,    8
  215,20200419, 2347,    1
  215,20200420, 2381,    0
  215,20200421, 2395,    0
  215,20200422, 2421,    0
  215,20200423, 2371,    4
  215,20200424, 2396,    6
  215,20200425, 1476,    5
  215,20200426, 2304,    2
  215,20200427, 2251,    5
  215,20200428,  359,    8
  215,20200429, 1125,    8
  215,20200430, 1715,    7
  215,20200501, 1462,    8
  215,20200502, 1977,    5
  215,20200503, 1610,    8
  215,20200504, 2501,    3
  215,20200505, 2645,    1
  215,20200506, 2648,    1
  215,20200507, 2527,    4
  215,20200508, 2259,    6
  215,20200509, 2578,    3
  215,20200510, 1786,    7
  215,20200511, 2388,    4
  215,20200512, 2079,    5
  215,20200513, 2259,    3
  215,20200514, 2257,    2
  215,20200515, 2666,    4
  215,20200516, 2098,    5
  215,20200517, 2775,    4
  215,20200518, 2697,    7
  215,20200519, 2768,    3
  215,20200520, 2306,    5
  215,20200521, 2725,    5
  215,20200522, 1580,    8
  215,20200523, 2707,    5
  215,20200524,  731,    7
  215,20200525, 2887,    2
  215,20200526, 2701,    6
  215,20200527, 2944,    2
  215,20200528, 2908,    2
  215,20200529, 2982,    2
  215,20200530, 2864,    0
  215,20200531, 2925,    5
  215,20200601, 2367,    8
  215,20200602, 2650,    7
  215,20200603, 2472,    8
  215,20200604, 1052,    7
  215,20200605, 1107,    7
  215,20200606, 1588,    6
  215,20200607, 1459,    8
  215,20200608, 1928,    7
  215,20200609, 2374,    4
  215,20200610, 1403,    6
  215,20200611, 1139,    6
  215,20200612, 2168,    6
  215,20200613, 2674,    4
  215,20200614, 1010,    8
  225,20150101,     ,     
  225,20150102,     ,     
  225,20150103,     ,     
  225,20150104,     ,     
  225,20150105,     ,     
  225,20150106,     ,     
  225,20150107,     ,     
  225,20150108,     ,     
  225,20150109,     ,     
  225,20150110,     ,     
  225,20150111,     ,     
  225,20150112,     ,     
  225,20150113,     ,     
  225,20150114,     ,     
  225,20150115,     ,     
  225,20150116,     ,     
  225,20150117,     ,     
  225,20150118,     ,     
  225,20150119,     ,     
  225,20150120,     ,     
  225,20150121,     ,     
  225,20150122,     ,     
  225,20150123,     ,     
  225,20150124,     ,     
  225,20150125,     ,     
  225,20150126,     ,     
  225,20150127,     ,     
  225,20150128,     ,     
  225,20150129,     ,     
  225,20150130,     ,     
  225,20150131,     ,     
  225,20150201,     ,     
  225,20150202,     ,     
  225,20150203,     ,     
  225,20150204,     ,     
  225,20150205,     ,     
  225,20150206,     ,     
  225,20150207,     ,     
  225,20150208,     ,     
  225,20150209,     ,     
  225,20150210,     ,     
  225,20150211,     ,     
  225,20150212,     ,     
  225,20150213,     ,     
  225,20150214,     ,     
  225,20150215,     ,     
  225,20150216,     ,     
  225,20150217,     ,     
  225,20150218,     ,     
  225,20150219,     ,     
  225,20150220,     ,     
  225,20150221,     ,     
  225,20150222,     ,     
  225,20150223,     ,     
  225,20150224,     ,     
  225,20150225,     ,     
  225,20150226,     ,     
  225,20150227,     ,     
  225,20150228,     ,     
  225,20150301,     ,     
  225,20150302,     ,     
  225,20150303,     ,     
  225,20150304,     ,     
  225,20150305,     ,     
  225,20150306,     ,     
  225,20150307,     ,     
  225,20150308,     ,     
  225,20150309,     ,     
  225,20150310,     ,     
  225,20150311,     ,     
  225,20150312,     ,     
  225,20150313,     ,     
  225,20150314,     ,     
  225,20150315,     ,     
  225,20150316,     ,     
  225,20150317,     ,     
  225,20150318,     ,     
  225,20150319,     ,     
  225,20150320,     ,     
  225,20150321,     ,     
  225,20150322,     ,     
  225,20150323,     ,     
  225,20150324,     ,     
  225,20150325,     ,     
  225,20150326,     ,     
  225,20150327,     ,     
  225,20150328,     ,     
  225,20150329,     ,     
  225,20150330,     ,     
  225,20150331,     ,     
  225,20150401,     ,     
  225,20150402,     ,     
  225,20150403,     ,     
  225,20150404,     ,     
  225,20150405,     ,     
  225,20150406,     ,     
  225,20150407,     ,     
  225,20150408,     ,     
  225,20150409,     ,     
  225,20150410,     ,     
  225,20150411,     ,     
  225,20150412,     ,     
  225,20150413,     ,     
  225,20150414,     ,     
  225,20150415,     ,     
  225,20150416,     ,     
  225,20150417,     ,     
  225,20150418,     ,     
  225,20150419,     ,     
  225,20150420,     ,     
  225,20150421,     ,     
  225,20150422,     ,     
  225,20150423,     ,     
  225,20150424,     ,     
  225,20150425,     ,     
  225,20150426,     ,     
  225,20150427,     ,     
  225,20150428,     ,     
  225,20150429,     ,     
  225,20150430,     ,     
  225,20150501,     ,     
  225,20150502,     ,     
  225,20150503,     ,     
  225,20150504,     ,     
  225,20150505,     ,     
  225,20150506,     ,     
  225,20150507,     ,     
  225,20150508,     ,     
  225,20150509,     ,     
  225,20150510,     ,     
  225,20150511,     ,     
  225,20150512,     ,     
  225,20150513,     ,     
  225,20150514,     ,     
  225,20150515,     ,     
  225,20150516,     ,     
  225,20150517,     ,     
  225,20150518,     ,     
  225,20150519,     ,     
  225,20150520,     ,     
  225,20150521,     ,     
  225,20150522,     ,     
  225,20150523,     ,     
  225,20150524,     ,     
  225,20150525,     ,     
  225,20150526,     ,     
  225,20150527,     ,     
  225,20150528,     ,     
  225,20150529,     ,     
  225,20150530,     ,     
  225,20150531,     ,     
  225,20150601,     ,     
  225,20150602,     ,     
  225,20150603,     ,     
  225,20150604,     ,     
  225,20150605,     ,     
  225,20150606,     ,     
  225,20150607,     ,     
  225,20150608,     ,     
  225,20150609,     ,     
  225,20150610,     ,     
  225,20150611,     ,     
  225,20150612,     ,     
  225,20150613,     ,     
  225,20150614,     ,     
  225,20150615,     ,     
  225,20150616,     ,     
  225,20150617,     ,     
  225,20150618,     ,     
  225,20150619,     ,     
  225,20150620,     ,     
  225,20150621,     ,     
  225,20150622,     ,     
  225,20150623,     ,     
  225,20150624,     ,     
  225,20150625,     ,     
  225,20150626,     ,     
  225,20150627,     ,     
  225,20150628,     ,     
  225,20150629,     ,     
  225,20150630,     ,     
  225,20150701,     ,     
  225,20150702,     ,     
  225,20150703,     ,     
  225,20150704,     ,     
  225,20150705,     ,     
  225,20150706,     ,     
  225,20150707,     ,     
  225,20150708,     ,     
  225,20150709,     ,     
  225,20150710,     ,     
  225,20150711,     ,     
  225,20150712,     ,     
  225,20150713,     ,     
  225,20150714,     ,     
  225,20150715,     ,     
  225,20150716,     ,     
  225,20150717,     ,     
  225,20150718,     ,     
  225,20150719,     ,     
  225,20150720,     ,     
  225,20150721,     ,     
  225,20150722,     ,     
  225,20150723,     ,     
  225,20150724,     ,     
  225,20150725,     ,     
  225,20150726,     ,     
  225,20150727,     ,     
  225,20150728,     ,     
  225,20150729,     ,     
  225,20150730,     ,     
  225,20150731,     ,     
  225,20150801,     ,     
  225,20150802,     ,     
  225,20150803,     ,     
  225,20150804,     ,     
  225,20150805,     ,     
  225,20150806,     ,     
  225,20150807,     ,     
  225,20150808,     ,     
  225,20150809,     ,     
  225,20150810,     ,     
  225,20150811,     ,     
  225,20150812,     ,     
  225,20150813,     ,     
  225,20150814,     ,     
  225,20150815,     ,     
  225,20150816,     ,     
  225,20150817,     ,     
  225,20150818,     ,     
  225,20150819,     ,     
  225,20150820,     ,     
  225,20150821,     ,     
  225,20150822,     ,     
  225,20150823,     ,     
  225,20150824,     ,     
  225,20150825,     ,     
  225,20150826,     ,     
  225,20150827,     ,     
  225,20150828,     ,     
  225,20150829,     ,     
  225,20150830,     ,     
  225,20150831,     ,     
  225,20150901,     ,     
  225,20150902,     ,     
  225,20150903,     ,     
  225,20150904,     ,     
  225,20150905,     ,     
  225,20150906,     ,     
  225,20150907,     ,     
  225,20150908,     ,     
  225,20150909,     ,     
  225,20150910,     ,     
  225,20150911,     ,     
  225,20150912,     ,     
  225,20150913,     ,     
  225,20150914,     ,     
  225,20150915,     ,     
  225,20150916,     ,     
  225,20150917,     ,     
  225,20150918,     ,     
  225,20150919,     ,     
  225,20150920,     ,     
  225,20150921,     ,     
  225,20150922,     ,     
  225,20150923,     ,     
  225,20150924,     ,     
  225,20150925,     ,     
  225,20150926,     ,     
  225,20150927,     ,     
  225,20150928,     ,     
  225,20150929,     ,     
  225,20150930,     ,     
  225,20151001,     ,     
  225,20151002,     ,     
  225,20151003,     ,     
  225,20151004,     ,     
  225,20151005,     ,     
  225,20151006,     ,     
  225,20151007,     ,     
  225,20151008,     ,     
  225,20151009,     ,     
  225,20151010,     ,     
  225,20151011,     ,     
  225,20151012,     ,     
  225,20151013,     ,     
  225,20151014,     ,     
  225,20151015,     ,     
  225,20151016,     ,     
  225,20151017,     ,     
  225,20151018,     ,     
  225,20151019,     ,     
  225,20151020,     ,     
  225,20151021,     ,     
  225,20151022,     ,     
  225,20151023,     ,     
  225,20151024,     ,     
  225,20151025,     ,     
  225,20151026,     ,     
  225,20151027,     ,     
  225,20151028,     ,     
  225,20151029,     ,     
  225,20151030,     ,     
  225,20151031,     ,     
  225,20151101,     ,     
  225,20151102,     ,     
  225,20151103,     ,     
  225,20151104,     ,     
  225,20151105,     ,     
  225,20151106,     ,     
  225,20151107,     ,     
  225,20151108,     ,     
  225,20151109,     ,     
  225,20151110,     ,     
  225,20151111,     ,     
  225,20151112,     ,     
  225,20151113,     ,     
  225,20151114,     ,     
  225,20151115,     ,     
  225,20151116,     ,     
  225,20151117,     ,     
  225,20151118,     ,     
  225,20151119,     ,     
  225,20151120,     ,     
  225,20151121,     ,     
  225,20151122,     ,     
  225,20151123,     ,     
  225,20151124,     ,     
  225,20151125,     ,     
  225,20151126,     ,     
  225,20151127,     ,     
  225,20151128,     ,     
  225,20151129,     ,     
  225,20151130,     ,     
  225,20151201,     ,     
  225,20151202,     ,     
  225,20151203,     ,     
  225,20151204,     ,     
  225,20151205,     ,     
  225,20151206,     ,     
  225,20151207,     ,     
  225,20151208,     ,     
  225,20151209,     ,     
  225,20151210,     ,     
  225,20151211,     ,     
  225,20151212,     ,     
  225,20151213,     ,     
  225,20151214,     ,     
  225,20151215,     ,     
  225,20151216,     ,     
  225,20151217,     ,     
  225,20151218,     ,     
  225,20151219,     ,     
  225,20151220,     ,     
  225,20151221,     ,     
  225,20151222,     ,     
  225,20151223,     ,     
  225,20151224,     ,     
  225,20151225,     ,     
  225,20151226,     ,     
  225,20151227,     ,     
  225,20151228,     ,     
  225,20151229,     ,     
  225,20151230,     ,     
  225,20151231,     ,     
  225,20160101,     ,     
  225,20160102,     ,     
  225,20160103,     ,     
  225,20160104,     ,     
  225,20160105,     ,     
  225,20160106,     ,     
  225,20160107,     ,     
  225,20160108,     ,     
  225,20160109,     ,     
  225,20160110,     ,     
  225,20160111,     ,     
  225,20160112,     ,     
  225,20160113,     ,     
  225,20160114,     ,     
  225,20160115,     ,     
  225,20160116,     ,     
  225,20160117,     ,     
  225,20160118,     ,     
  225,20160119,     ,     
  225,20160120,     ,     
  225,20160121,     ,     
  225,20160122,     ,     
  225,20160123,     ,     
  225,20160124,     ,     
  225,20160125,     ,     
  225,20160126,     ,     
  225,20160127,     ,     
  225,20160128,     ,     
  225,20160129,     ,     
  225,20160130,     ,     
  225,20160131,     ,     
  225,20160201,     ,     
  225,20160202,     ,     
  225,20160203,     ,     
  225,20160204,     ,     
